coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain
"{'lon': -113.58, 'lat': 37.1}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 104.81, 'feels_like': 94.32, 'temp_min': 102.99, 'temp_max': 106, 'pressure': 1009, 'humidity': 7}",16093.0,"{'speed': 11.41, 'deg': 290, 'gust': 16.11}",{'all': 1},1593038458.0,"{'type': 1, 'id': 5832, 'country': 'US', 'sunrise': 1593000936, 'sunset': 1593053882}",-21600.0,5546220.0,Saint George,200,,
"{'lon': -102.2, 'lat': 17.96}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 82.45, 'feels_like': 84.02, 'temp_min': 82.45, 'temp_max': 82.45, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 1007}",,"{'speed': 15.08, 'deg': 138}",{'all': 9},1593038508.0,"{'country': 'MX', 'sunrise': 1593000912, 'sunset': 1593048443}",-18000.0,4026082.0,Lázaro Cárdenas,200,,{'1h': 3.34}
"{'lon': 167.72, 'lat': -45.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 41.23, 'feels_like': 37.71, 'temp_min': 41.23, 'temp_max': 41.23, 'pressure': 1022, 'humidity': 81, 'sea_level': 1022, 'grnd_level': 996}",,"{'speed': 0.98, 'deg': 89}",{'all': 63},1593038508.0,"{'country': 'NZ', 'sunrise': 1593030605, 'sunset': 1593061993}",43200.0,2181625.0,Te Anau,200,,
"{'lon': -117.67, 'lat': 35.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 103.64, 'feels_like': 95.99, 'temp_min': 102, 'temp_max': 105.8, 'pressure': 1007, 'humidity': 8}",16093.0,"{'speed': 6.93, 'deg': 0}",{'all': 75},1593038408.0,"{'type': 1, 'id': 5088, 'country': 'US', 'sunrise': 1593002175, 'sunset': 1593054606}",-25200.0,5387494.0,Ridgecrest,200,,
"{'lon': -0.76, 'lat': 5.26}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.88, 'feels_like': 81.97, 'temp_min': 77.88, 'temp_max': 77.88, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 1011}",,"{'speed': 10.13, 'deg': 196}",{'all': 50},1593038441.0,"{'country': 'GH', 'sunrise': 1592977962, 'sunset': 1593022695}",0.0,2297810.0,Mumford,200,,{'1h': 0.13}
"{'lon': 153.57, 'lat': -28.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 52.11, 'feels_like': 50.25, 'temp_min': 46.4, 'temp_max': 55, 'pressure': 1018, 'humidity': 76}",10000.0,"{'speed': 1.12, 'deg': 280}",{'all': 0},1593038508.0,"{'type': 1, 'id': 9496, 'country': 'AU', 'sunrise': 1593031152, 'sunset': 1593068240}",36000.0,2177069.0,Ballina,200,,
"{'lon': -70.14, 'lat': -20.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 62.6, 'feels_like': 55.9, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1014, 'humidity': 67}",10000.0,"{'speed': 12.75, 'deg': 230}",{'all': 75},1593038509.0,"{'type': 1, 'id': 8492, 'country': 'CL', 'sunrise': 1592997349, 'sunset': 1593036615}",-14400.0,3887127.0,Iquique,200,,
"{'lon': 16.82, 'lat': -6.47}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 71.82, 'feels_like': 70.95, 'temp_min': 71.82, 'temp_max': 71.82, 'pressure': 1013, 'humidity': 41, 'sea_level': 1013, 'grnd_level': 960}",,"{'speed': 0.25, 'deg': 324}",{'all': 11},1593038509.0,"{'country': 'CD', 'sunrise': 1592974965, 'sunset': 1593017252}",3600.0,2315026.0,Kasongo-Lunda,200,,
"{'lon': -73.36, 'lat': 41.14}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 82.27, 'feels_like': 80.67, 'temp_min': 80.01, 'temp_max': 84, 'pressure': 1006, 'humidity': 46}",,"{'speed': 8.25, 'deg': 306}",{'all': 19},1593038230.0,"{'type': 3, 'id': 2011298, 'country': 'US', 'sunrise': 1592990511, 'sunset': 1593044998}",-14400.0,4845585.0,Westport,200,,
"{'lon': 78.7, 'lat': 67.47}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 47.19, 'feels_like': 43.65, 'temp_min': 47.19, 'temp_max': 47.19, 'pressure': 1006, 'humidity': 88, 'sea_level': 1006, 'grnd_level': 1003}",,"{'speed': 3.76, 'deg': 41}",{'all': 37},1593038509.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",18000.0,1489853.0,Tazovsky,200,,
"{'lon': 15.37, 'lat': 44.55}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 60.8, 'feels_like': 61.27, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1018, 'humidity': 77}",10000.0,"{'speed': 1.12, 'deg': 0}",{'all': 0},1593038509.0,"{'type': 1, 'id': 6392, 'country': 'HR', 'sunrise': 1593054885, 'sunset': 1593110851}",7200.0,3199873.0,Gospić,200,,
"{'lon': -70.4, 'lat': -23.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 59, 'feels_like': 55.54, 'temp_min': 59, 'temp_max': 59, 'pressure': 1016, 'humidity': 82}",10000.0,"{'speed': 8.05, 'deg': 210}",{'all': 90},1593038509.0,"{'type': 1, 'id': 8488, 'country': 'CL', 'sunrise': 1592997825, 'sunset': 1593036264}",-14400.0,3899539.0,Antofagasta,200,,
"{'lon': 68.97, 'lat': 22.24}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 85.68, 'feels_like': 92.19, 'temp_min': 85.68, 'temp_max': 85.68, 'pressure': 1002, 'humidity': 78, 'sea_level': 1002, 'grnd_level': 1001}",,"{'speed': 10.09, 'deg': 223}",{'all': 45},1593038509.0,"{'country': 'IN', 'sunrise': 1593045720, 'sunset': 1593094285}",19800.0,1272140.0,Dwārka,200,,
"{'lon': -8.45, 'lat': 54.63}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 53.01, 'feels_like': 50.22, 'temp_min': 53.01, 'temp_max': 53.01, 'pressure': 1023, 'humidity': 93}",,"{'speed': 5.59, 'deg': 14}",{'all': 86},1593038509.0,"{'type': 3, 'id': 2012815, 'country': 'IE', 'sunrise': 1592971079, 'sunset': 1593033269}",3600.0,2963295.0,Killybegs,200,,
"{'lon': -98.75, 'lat': 16.52}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 79.61, 'feels_like': 85.01, 'temp_min': 79.61, 'temp_max': 79.61, 'pressure': 1010, 'humidity': 76, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 5.21, 'deg': 3}",{'all': 100},1593038509.0,"{'country': 'MX', 'sunrise': 1593000251, 'sunset': 1593047447}",-18000.0,3516171.0,Barra de Tecoanapa,200,,
"{'lon': 173.78, 'lat': -35.1}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 55.49, 'feels_like': 47.39, 'temp_min': 55, 'temp_max': 55.99, 'pressure': 1009, 'humidity': 3}",,"{'speed': 2.06, 'deg': 75}",{'all': 9},1593038509.0,"{'type': 3, 'id': 2012217, 'country': 'NZ', 'sunrise': 1593027214, 'sunset': 1593062475}",43200.0,2189343.0,Kaeo,200,,{'1h': 0.38}
"{'lon': 15.32, 'lat': -4.32}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 76.77, 'feels_like': 78.48, 'temp_min': 76.77, 'temp_max': 76.77, 'pressure': 1013, 'humidity': 59, 'sea_level': 1013, 'grnd_level': 981}",,"{'speed': 3.67, 'deg': 241}",{'all': 31},1593038509.0,"{'country': 'CD', 'sunrise': 1592975100, 'sunset': 1593017837}",3600.0,2314302.0,Kinshasa,200,,
"{'lon': -79.15, 'lat': -7.84}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 66.13, 'feels_like': 64.09, 'temp_min': 66.13, 'temp_max': 66.13, 'pressure': 1012, 'humidity': 74, 'sea_level': 1012, 'grnd_level': 997}",,"{'speed': 7.9, 'deg': 191}",{'all': 72},1593038509.0,"{'country': 'PE', 'sunrise': 1592998145, 'sunset': 1593040144}",-18000.0,3698359.0,Chicama,200,,
"{'lon': -24.5, 'lat': 14.9}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 75.94, 'feels_like': 80.55, 'temp_min': 75.94, 'temp_max': 75.94, 'pressure': 1014, 'humidity': 83, 'sea_level': 1014, 'grnd_level': 1008}",,"{'speed': 5.73, 'deg': 65}",{'all': 26},1593038510.0,"{'country': 'CV', 'sunrise': 1592982613, 'sunset': 1593029440}",-3600.0,3374210.0,São Filipe,200,,
"{'lon': 8.57, 'lat': 10.39}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 73.78, 'feels_like': 76.8, 'temp_min': 73.78, 'temp_max': 73.78, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 930}",,"{'speed': 5.48, 'deg': 190}",{'all': 76},1593038510.0,"{'country': 'NG', 'sunrise': 1592975175, 'sunset': 1593021003}",3600.0,2332079.0,Lere,200,,
"{'lon': -17.92, 'lat': 28.66}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 73.4, 'feels_like': 67.98, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1021, 'humidity': 69}",10000.0,"{'speed': 17.22, 'deg': 10}",{'all': 75},1593038259.0,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1592979308, 'sunset': 1593029586}",3600.0,2514651.0,Los Llanos de Aridane,200,,
"{'lon': 57.52, 'lat': -20.52}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,"{'temp': 71.6, 'feels_like': 72.23, 'temp_min': 71.6, 'temp_max': 71.6, 'pressure': 1020, 'humidity': 83}",10000.0,"{'speed': 9.17, 'deg': 120}",{'all': 40},1593038365.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1593053151, 'sunset': 1593092351}",14400.0,933995.0,Souillac,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 140.3, 'lat': 35.13}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 67.08, 'feels_like': 71.42, 'temp_min': 66.2, 'temp_max': 68, 'pressure': 1010, 'humidity': 100}",5000.0,"{'speed': 3.36, 'deg': 50}",{'all': 75},1593038510.0,"{'type': 1, 'id': 8052, 'country': 'JP', 'sunrise': 1593026750, 'sunset': 1593079012}",32400.0,2112309.0,Katsuura,200,,
"{'lon': 49.18, 'lat': 11.28}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 89.42, 'feels_like': 93.24, 'temp_min': 89.42, 'temp_max': 89.42, 'pressure': 1004, 'humidity': 51, 'sea_level': 1004, 'grnd_level': 1003}",,"{'speed': 5.77, 'deg': 209}",{'all': 16},1593038510.0,"{'country': 'SO', 'sunrise': 1593051743, 'sunset': 1593097762}",10800.0,64013.0,Bosaso,200,,
"{'lon': 16.12, 'lat': 69.31}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 51.8, 'feels_like': 48.72, 'temp_min': 51.8, 'temp_max': 51.8, 'pressure': 1022, 'humidity': 87}",10000.0,"{'speed': 4.7, 'deg': 130}",{'all': 90},1593038510.0,"{'type': 1, 'id': 1603, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,3163146.0,Andenes,200,,
"{'lon': -100.52, 'lat': 20.15}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 71.76, 'feels_like': 71.02, 'temp_min': 68, 'temp_max': 75.2, 'pressure': 1019, 'humidity': 53}",9656.0,"{'speed': 3.36, 'deg': 150}",{'all': 75},1593038510.0,"{'type': 1, 'id': 7139, 'country': 'MX', 'sunrise': 1593000247, 'sunset': 1593048301}",-18000.0,4004026.0,Jerécuaro,200,,
"{'lon': 80.92, 'lat': 26.85}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 82.4, 'feels_like': 93.27, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1000, 'humidity': 94}",3000.0,"{'speed': 5.26, 'deg': 113}",{'all': 75},1593038420.0,"{'type': 1, 'id': 9176, 'country': 'IN', 'sunrise': 1593042250, 'sunset': 1593092019}",19800.0,1264733.0,Lucknow,200,,
"{'lon': 39.91, 'lat': -16.23}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 72.64, 'feels_like': 72.27, 'temp_min': 72.64, 'temp_max': 72.64, 'pressure': 1018, 'humidity': 82, 'sea_level': 1018, 'grnd_level': 1016}",,"{'speed': 11.5, 'deg': 189}",{'all': 13},1593038510.0,"{'country': 'MZ', 'sunrise': 1593056885, 'sunset': 1593097071}",7200.0,1052944.0,Angoche,200,,
"{'lon': 42.51, 'lat': 18.22}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 70.65, 'feels_like': 66.65, 'temp_min': 69.8, 'temp_max': 71.6, 'pressure': 1021, 'humidity': 46}",10000.0,"{'speed': 6.71, 'deg': 11}",{'all': 43},1593038510.0,"{'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1593052559, 'sunset': 1593100149}",10800.0,110690.0,Abhā,200,,
"{'lon': -72.42, 'lat': -35.33}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 49.75, 'feels_like': 43.79, 'temp_min': 49.75, 'temp_max': 49.75, 'pressure': 1021, 'humidity': 80, 'sea_level': 1021, 'grnd_level': 1017}",,"{'speed': 8.05, 'deg': 320}",{'all': 94},1593038510.0,"{'country': 'CL', 'sunrise': 1592999937, 'sunset': 1593035121}",-14400.0,3893726.0,Constitución,200,,{'1h': 0.54}
"{'lon': 12.69, 'lat': 67.67}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 55.85, 'feels_like': 47.53, 'temp_min': 55.85, 'temp_max': 55.85, 'pressure': 1022, 'humidity': 87, 'sea_level': 1022, 'grnd_level': 1014}",,"{'speed': 15.93, 'deg': 187}",{'all': 100},1593038510.0,"{'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,3137469.0,Sørland,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 50.81, 'lat': 9.49}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 81.75, 'feels_like': 75.43, 'temp_min': 81.75, 'temp_max': 81.75, 'pressure': 1005, 'humidity': 67, 'sea_level': 1005, 'grnd_level': 993}",,"{'speed': 24.49, 'deg': 204}",{'all': 0},1593038427.0,"{'country': 'SO', 'sunrise': 1593051546, 'sunset': 1593097177}",10800.0,64814.0,Bandarbeyla,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 47.22, 'lat': 42.07}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 53.04, 'feels_like': 48.38, 'temp_min': 53.04, 'temp_max': 53.04, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 819}",,"{'speed': 4.74, 'deg': 220}",{'all': 2},1593038511.0,"{'country': 'RU', 'sunrise': 1593047792, 'sunset': 1593102655}",10800.0,539511.0,Vachi,200,,
"{'lon': 74.45, 'lat': 23.2}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 82.18, 'feels_like': 86.14, 'temp_min': 82.18, 'temp_max': 82.18, 'pressure': 1002, 'humidity': 75, 'sea_level': 1002, 'grnd_level': 969}",,"{'speed': 9.78, 'deg': 232}",{'all': 95},1593038511.0,"{'country': 'IN', 'sunrise': 1593044283, 'sunset': 1593093091}",19800.0,1265452.0,Kushālgarh,200,,{'1h': 0.71}
"{'lon': 53.47, 'lat': 54.48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 45.95, 'feels_like': 40.98, 'temp_min': 45.95, 'temp_max': 45.95, 'pressure': 1014, 'humidity': 91, 'sea_level': 1014, 'grnd_level': 997}",,"{'speed': 6.13, 'deg': 337}",{'all': 8},1593038511.0,"{'country': 'RU', 'sunrise': 1593042701, 'sunset': 1593104746}",18000.0,515879.0,Oktyabr'skiy,200,,
"{'lon': 42.5, 'lat': 11.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 93.2, 'feels_like': 94.32, 'temp_min': 93.2, 'temp_max': 93.2, 'pressure': 1006, 'humidity': 32}",10000.0,"{'speed': 3.11, 'deg': 161}",{'all': 1},1593038511.0,"{'type': 1, 'id': 5588, 'country': 'DJ', 'sunrise': 1593053323, 'sunset': 1593099390}",10800.0,223816.0,Djibouti,200,,
"{'lon': -63.23, 'lat': -17.12}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 75.2, 'feels_like': 75.74, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1005, 'humidity': 88}",10000.0,"{'speed': 13.87, 'deg': 330, 'gust': 25.28}",{'all': 75},1593038511.0,"{'type': 1, 'id': 8661, 'country': 'BO', 'sunrise': 1592995332, 'sunset': 1593035314}",-14400.0,3910343.0,Mineros,200,,
"{'lon': 13.99, 'lat': 31.76}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 69.12, 'feels_like': 69.12, 'temp_min': 69.12, 'temp_max': 69.12, 'pressure': 1020, 'humidity': 71, 'sea_level': 1020, 'grnd_level': 992}",,"{'speed': 5.37, 'deg': 49}",{'all': 0},1593038511.0,"{'country': 'LY', 'sunrise': 1593057609, 'sunset': 1593108791}",7200.0,2218840.0,Bani Walid,200,,
"{'lon': 147.92, 'lat': 70.63}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 74.97, 'feels_like': 69.28, 'temp_min': 74.97, 'temp_max': 74.97, 'pressure': 1008, 'humidity': 32, 'sea_level': 1008, 'grnd_level': 1003}",,"{'speed': 7.27, 'deg': 319}",{'all': 32},1593038511.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,2126123.0,Chokurdakh,200,,
"{'lon': -131.65, 'lat': 55.34}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 61.9, 'feels_like': 54.12, 'temp_min': 60.8, 'temp_max': 62.6, 'pressure': 1020, 'humidity': 59}",16093.0,"{'speed': 12.75, 'deg': 340}",{'all': 75},1593038511.0,"{'type': 1, 'id': 7741, 'country': 'US', 'sunrise': 1593000353, 'sunset': 1593063139}",-28800.0,5554428.0,Ketchikan,200,,
"{'lon': -45.24, 'lat': 60.14}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 43.97, 'feels_like': 38.84, 'temp_min': 43.97, 'temp_max': 43.97, 'pressure': 1010, 'humidity': 76, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 4.14, 'deg': 229}",{'all': 100},1593038511.0,"{'country': 'GL', 'sunrise': 1592976981, 'sunset': 1593045028}",-7200.0,3421765.0,Nanortalik,200,,
"{'lon': -73.65, 'lat': -37.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 47.84, 'feels_like': 43.18, 'temp_min': 47.84, 'temp_max': 47.84, 'pressure': 1020, 'humidity': 81, 'sea_level': 1020, 'grnd_level': 1009}",,"{'speed': 5.14, 'deg': 146}",{'all': 3},1593038511.0,"{'country': 'CL', 'sunrise': 1593000609, 'sunset': 1593035039}",-14400.0,3883457.0,Lebu,200,,
"{'lon': -42.27, 'lat': -2.76}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 77.83, 'feels_like': 82.98, 'temp_min': 77.83, 'temp_max': 77.83, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 6.82, 'deg': 82}",{'all': 72},1593038511.0,"{'country': 'BR', 'sunrise': 1592988761, 'sunset': 1593031822}",-10800.0,3385899.0,Tutóia,200,,
"{'lon': -84.53, 'lat': 39.18}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 76.1, 'feels_like': 72.37, 'temp_min': 73, 'temp_max': 78.8, 'pressure': 1012, 'humidity': 44}",16093.0,"{'speed': 8.05, 'deg': 300}",{'all': 20},1593038338.0,"{'type': 1, 'id': 4776, 'country': 'US', 'sunrise': 1592993580, 'sunset': 1593047292}",-14400.0,4513583.0,Hamilton,200,,
"{'lon': -49.12, 'lat': -5.37}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 80.6, 'feels_like': 88.97, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1010, 'humidity': 78}",10000.0,"{'speed': 1.59, 'deg': 116}",{'all': 20},1593038512.0,"{'type': 1, 'id': 8403, 'country': 'BR', 'sunrise': 1592990678, 'sunset': 1593033195}",-10800.0,3395503.0,Marabá,200,,
"{'lon': -52.32, 'lat': 3.17}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 74.41, 'feels_like': 82.44, 'temp_min': 74.41, 'temp_max': 74.41, 'pressure': 1011, 'humidity': 96, 'sea_level': 1011, 'grnd_level': 1003}",,"{'speed': 2.3, 'deg': 70}",{'all': 61},1593038512.0,"{'country': 'GF', 'sunrise': 1592990557, 'sunset': 1593034851}",-10800.0,3382226.0,Camopi,200,,
"{'lon': 42.45, 'lat': 18.39}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 70.7, 'feels_like': 67.91, 'temp_min': 69.8, 'temp_max': 71.6, 'pressure': 1021, 'humidity': 46}",10000.0,"{'speed': 4.59, 'deg': 17}",{'all': 44},1593038512.0,"{'type': 1, 'id': 7396, 'country': 'SA', 'sunrise': 1593052554, 'sunset': 1593100183}",10800.0,110690.0,Faya,200,,
"{'lon': -3.98, 'lat': 22.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 98.08, 'feels_like': 85.8, 'temp_min': 98.08, 'temp_max': 98.08, 'pressure': 1009, 'humidity': 9, 'sea_level': 1009, 'grnd_level': 994}",,"{'speed': 14.85, 'deg': 50}",{'all': 0},1593038512.0,"{'country': 'ML', 'sunrise': 1592976761, 'sunset': 1593025442}",0.0,2450173.0,Taoudenni,200,,
"{'lon': 102.53, 'lat': -3.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 68.14, 'feels_like': 70.09, 'temp_min': 68.14, 'temp_max': 68.14, 'pressure': 1009, 'humidity': 80, 'sea_level': 1009, 'grnd_level': 936}",,"{'speed': 3.53, 'deg': 30}",{'all': 86},1593038512.0,"{'country': 'ID', 'sunrise': 1593040490, 'sunset': 1593083404}",25200.0,1645875.0,Curup,200,,
"{'lon': 30.14, 'lat': 8.3}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 74.1, 'feels_like': 77.92, 'temp_min': 74.1, 'temp_max': 74.1, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 965}",,"{'speed': 4.03, 'deg': 110}",{'all': 38},1593038512.0,"{'country': 'SS', 'sunrise': 1593056635, 'sunset': 1593102011}",10800.0,371466.0,Leer,200,,
"{'lon': -69.22, 'lat': -51.62}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 35.6, 'feels_like': 25.23, 'temp_min': 35.6, 'temp_max': 35.6, 'pressure': 1013, 'humidity': 78}",10000.0,"{'speed': 11.41, 'deg': 140}",{'all': 20},1593038415.0,"{'type': 1, 'id': 8293, 'country': 'AR', 'sunrise': 1593002695, 'sunset': 1593030827}",-10800.0,3838859.0,Río Gallegos,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 105.43, 'lat': 21.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 84.2, 'feels_like': 92.79, 'temp_min': 84.2, 'temp_max': 84.2, 'pressure': 1001, 'humidity': 83}",10000.0,"{'speed': 6.93, 'deg': 100}",{'all': 100},1593038512.0,"{'type': 1, 'id': 9308, 'country': 'VN', 'sunrise': 1593037085, 'sunset': 1593085417}",25200.0,1562820.0,Viet Tri,200,,
"{'lon': 124.29, 'lat': 8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 86.31, 'temp_min': 77, 'temp_max': 77, 'pressure': 1009, 'humidity': 91}",,"{'speed': 1.01, 'deg': 200, 'gust': 5.01}",{'all': 99},1593038512.0,"{'type': 3, 'id': 2007154, 'country': 'PH', 'sunrise': 1593034068, 'sunset': 1593079380}",28800.0,1701054.0,Marawi,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 103.9, 'lat': 21.32}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 73.2, 'feels_like': 79.09, 'temp_min': 73.2, 'temp_max': 73.2, 'pressure': 1005, 'humidity': 85, 'sea_level': 1005, 'grnd_level': 931}",,"{'speed': 1.72, 'deg': 262}",{'all': 99},1593038512.0,"{'country': 'VN', 'sunrise': 1593037450, 'sunset': 1593085787}",25200.0,1567681.0,Son La,200,,
"{'lon': -8.86, 'lat': 41.72}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 62.58, 'feels_like': 63.41, 'temp_min': 60.8, 'temp_max': 64.99, 'pressure': 1017, 'humidity': 93}",5000.0,"{'speed': 4.7, 'deg': 330}",{'all': 75},1593038513.0,"{'type': 1, 'id': 6900, 'country': 'PT', 'sunrise': 1592974908, 'sunset': 1593029637}",3600.0,2742765.0,Areosa,200,,
